City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
243,keflavik,64.0049,-22.5624,11.95,93,100,9.26,IS,1693947880
244,la'ie,21.6477,-157.9253,31.14,70,99,1.79,US,1693947880
245,zuni pueblo,35.0725,-108.8506,28.35,16,0,6.2,US,1693947881
246,kirkwall,58.9848,-2.9587,13.31,94,100,4.63,GB,1693947881
247,goondiwindi,-28.55,150.3167,14.06,41,1,2.55,AU,1693947881
248,balsas,-7.5325,-46.0356,33.99,16,6,2.69,BR,1693947753
249,san antonio de pale,-1.4014,5.6325,23.35,89,41,5.63,GQ,1693947881
250,monticello,45.3055,-93.7941,31.97,62,100,3.09,US,1693947712
251,callao,-12.0667,-77.15,21.16,68,100,5.66,PE,1693947881
252,viedma,-40.8135,-62.9967,11.4,46,98,4.4,AR,1693947646
253,sao vicente,-23.9631,-46.3919,21.66,56,100,3.09,BR,1693947839
254,coquimbo,-29.9533,-71.3436,15.85,82,0,4.63,CL,1693947881
255,puerto deseado,-47.7503,-65.8938,5.27,62,82,6.98,AR,1693947882
256,roma,43.2128,-75.4557,30.46,67,0,5.14,US,1693947882
257,laojunmiao,39.8333,97.7333,18.6,37,42,3.94,CN,1693947882
258,angaur state,6.906,134.13,27.84,78,82,2.3,PW,1693947882
259,tura,25.5198,90.2201,25.09,90,76,1.41,IN,1693947882
260,strathalbyn,-35.2667,138.9,11.96,81,0,3.4,AU,1693947882
261,trujillo,-8.116,-79.03,22.98,73,57,6.17,PE,1693947295
262,vidyayevo,69.3191,32.8049,7.8,82,88,2.8,RU,1693947882
263,opuwo,-18.0607,13.84,19.28,26,1,0.89,NA,1693947883
264,bonthe,7.5264,-12.505,25.1,85,99,3.46,SL,1693947799
265,klyuchi,52.2667,79.1667,11.03,63,91,2.34,RU,1693947883
266,lagos,6.5833,3.75,23.49,96,100,1.28,NG,1693947622
267,shenjiamen,29.9576,122.298,25.92,88,100,5.37,CN,1693947883
268,tartouss,34.889,35.8866,25.7,69,0,0.61,SY,1693947883
269,san jose del guaviare,2.5729,-72.6459,27.4,78,52,1.44,CO,1693947883
270,saynshand,44.8824,110.1163,23.69,27,91,4.73,MN,1693947883
271,arkhangel'sk,64.5401,40.5433,11.96,98,100,3.46,RU,1693947884
272,vanino,49.0869,140.2543,13.39,82,1,3.01,RU,1693947884
273,marsh harbour,26.5412,-77.0636,28.28,58,8,4.85,BS,1693947884
274,zapolyarnyy,69.4154,30.8136,7.6,86,98,2.9,RU,1693947884
275,dire,12.2833,-10.9667,24.18,94,58,0.83,ML,1693947884
276,kerikeri,-35.2268,173.9474,16.62,94,12,1.54,NZ,1693947824
277,saint-joseph,-21.3667,55.6167,19.21,77,39,3.24,RE,1693947884
278,tosontsengel,48.7567,98.2839,9.3,82,100,1.51,MN,1693947884
279,remire-montjoly,4.9167,-52.2667,29.02,70,0,4.63,GF,1693947822
280,sur,22.5667,59.5289,29.09,65,4,4.86,OM,1693947885
281,suntar,62.1444,117.6319,1.65,92,96,3.45,RU,1693947885
282,oranjemund,-28.55,16.4333,11.35,71,45,9.75,NA,1693947885
283,namibe,-15.1961,12.1522,17.06,86,15,2.63,AO,1693947885
284,pacific grove,36.6177,-121.9166,25.69,80,0,4.63,US,1693947799
285,aguas vermelhas,-15.7472,-41.46,22.21,64,3,2.31,BR,1693947775
286,sungai penuh,-2.0833,101.3833,17.31,92,86,1.61,ID,1693947885
287,mount pearl,47.5166,-52.7813,18.58,95,100,2.57,CA,1693947885
288,kapuskasing,49.4169,-82.4331,34.05,38,20,7.72,CA,1693947792
289,north battleford,52.7834,-108.2847,16.89,41,0,2.06,CA,1693947651
290,zaragoza,41.6561,-0.8773,27.25,42,0,3.09,ES,1693947886
291,udachny,66.4167,112.4,-0.86,92,77,3.56,RU,1693947886
292,leh,34.1667,77.5833,12.42,43,4,1.77,IN,1693947886
293,holmsund,63.706,20.3641,9.97,71,0,4.12,SE,1693947886
294,sambir,49.5183,23.1975,12.38,79,3,1.91,UA,1693947886
295,weno,7.4515,151.8468,28.97,84,75,0.0,FM,1693947886
296,vasarosnameny,48.1333,22.3167,15.92,58,1,2.85,HU,1693947886
297,cockburn town,21.4612,-71.1419,29.5,70,35,1.06,TC,1693947886
298,bairnsdale,-37.8333,147.6167,4.47,87,2,2.41,AU,1693947887
299,port alfred,-33.5906,26.891,11.21,75,29,2.68,ZA,1693947887
300,la junta,37.985,-103.5438,28.37,25,0,4.99,US,1693947657
301,peniche,39.3558,-9.3811,21.27,87,58,4.4,PT,1693947887
302,mount gambier,-37.8333,140.7667,7.31,72,78,4.69,AU,1693947789
303,kavieng,-2.5744,150.7967,27.01,83,15,3.98,PG,1693947887
304,twon-brass,4.3151,6.2418,25.84,84,54,3.28,NG,1693947790
305,chonchi,-42.6128,-73.8092,10.56,98,100,3.58,CL,1693947887
306,slupsk,54.4641,17.0287,16.92,82,4,3.38,PL,1693947887
307,brandon,27.9378,-82.2859,35.16,55,0,1.54,US,1693947821
308,luanda,-8.8368,13.2343,23.0,83,75,3.09,AO,1693947888
309,punta arenas,-53.15,-70.9167,3.69,64,69,4.41,CL,1693947869
310,tongouson,5.0214,120.1328,27.77,78,99,2.58,PH,1693947888
311,rondonopolis,-16.4708,-54.6356,35.59,26,73,1.31,BR,1693947612
312,bondo,3.8146,23.6866,20.56,99,95,0.45,CD,1693947888
313,laguna,38.421,-121.4238,33.05,36,0,2.06,US,1693947888
314,viveiro,43.6623,-7.5934,21.24,73,100,2.17,ES,1693947888
315,villa del totoral,-30.8167,-63.7167,18.03,33,87,5.99,AR,1693947888
316,sol'-iletsk,51.1631,54.9918,18.55,47,100,1.42,RU,1693947889
317,zhuanghe,39.7008,122.9911,20.18,73,0,2.52,CN,1693947889
318,hafnarfjordur,64.0671,-21.9377,11.93,87,100,5.14,IS,1693947889
319,ponta delgada,37.7333,-25.6667,20.4,88,40,11.83,PT,1693947889
320,shalqar,47.8333,59.6,21.26,37,100,3.88,KZ,1693947889
321,kodinsk,58.6881,99.1844,10.35,68,100,1.14,RU,1693947889
322,ak-dovurak,51.1833,90.6,7.34,90,10,0.38,RU,1693947889
323,queenstown,-31.8976,26.8753,5.27,41,30,3.23,ZA,1693947698
324,hadibu,12.65,54.0333,26.09,83,97,4.53,YE,1693947889
325,manicore,-5.8092,-61.3003,35.97,34,0,1.54,BR,1693947802
326,yangjiang,21.85,111.9667,26.59,85,100,1.62,CN,1693947890
327,kamina,-8.7386,24.9906,22.15,63,72,2.23,CD,1693947890
328,port hedland,-20.3167,118.5667,16.03,94,99,2.06,AU,1693947682
329,meadow lakes,61.6247,-149.6011,14.85,80,0,2.06,US,1693947890
330,kolonia,50.9333,6.95,23.79,64,0,2.06,DE,1693947609
331,notodden,59.5594,9.2585,13.2,77,2,2.58,NO,1693947890
332,quartu sant'elena,39.2419,9.1839,23.95,41,20,2.06,IT,1693947890
333,totness,5.8833,-56.3167,28.21,78,8,5.73,SR,1693947891
334,kyaikkami,16.08,97.5675,26.22,86,100,4.94,MM,1693947891
335,yuzhno-kurilsk,44.0306,145.8556,17.76,98,100,2.94,RU,1693947891
336,porto sant'elpidio,43.2583,13.7583,22.26,66,1,2.52,IT,1693947891
337,mount isa,-20.7333,139.5,18.87,30,40,2.06,AU,1693947672
338,cambridge,43.3601,-80.3127,32.86,58,40,3.09,CA,1693947854
339,smithers,54.7804,-127.1743,14.18,62,75,2.06,CA,1693947627
340,karagandy,49.8019,73.1021,7.97,79,55,3.48,KZ,1693947891
341,ocean shores,46.9737,-124.1563,20.77,75,0,6.69,US,1693947892
342,katsuura,35.1333,140.3,26.88,86,100,7.02,JP,1693947892
343,sao jose da coroa grande,-8.8978,-35.1478,24.36,81,19,5.56,BR,1693947892
344,murzuq,25.9155,13.9184,31.36,22,3,1.82,LY,1693947892
345,aconibe,1.2968,10.9369,20.48,98,100,0.97,GQ,1693947892
346,el granada,37.5027,-122.4694,31.01,65,20,6.69,US,1693947892
347,guerrero negro,27.9769,-114.0611,24.4,57,0,6.34,MX,1693947892
348,nabire,-3.3667,135.4833,24.21,92,91,1.48,ID,1693947892
349,mossel bay,-34.1831,22.146,9.96,74,7,6.11,ZA,1693947893
350,chibougamau,49.9168,-74.3659,30.79,51,0,4.63,CA,1693947759
351,palembang,-2.9167,104.7458,24.05,100,100,1.54,ID,1693947893
352,bechar,31.6167,-2.2167,33.18,17,93,4.12,DZ,1693947893
353,altamira,-3.2033,-52.2064,35.05,43,40,2.57,BR,1693947701
354,kyzyl-mazhalyk,51.1333,90.6,7.55,90,14,0.14,RU,1693947893
355,las pedroneras,39.45,-2.6739,21.76,63,100,6.23,ES,1693947893
356,chania,35.5122,24.0156,21.78,88,75,0.0,GR,1693947893
357,lerwick,60.1545,-1.1494,9.0,78,1,3.27,GB,1693947805
358,ganjam,19.3833,85.0667,26.43,86,86,1.78,IN,1693947893
359,zhangye,38.9342,100.4517,22.83,40,14,2.06,CN,1693947894
